drug_name,num_prescriber,total_cost
LUPRON DEPOT-PED,10,219843
SECONAL SODIUM,11,218396
CARTEOLOL HCL,509,213838
APRACLONIDINE HCL,95,213145
INCONTROL PEN NEEDLE,403,213106
NALFON,26,212992
NITRO-BID,228,212396
AMCINONIDE,31,212085
FLOMAX,57,211209
IXEMPRA,4,210803
CATAPRES,69,210538
BLEPHAMIDE,69,209274
DOVONEX,14,209191
AVINZA,28,208762
XENICAL,31,208263
ADCETRIS,1,208202
BLINCYTO,1,206825
HUMIRA PEN CROHN'S-UC-HS,2,205784
ZESTORETIC,76,205583
TINIDAZOLE,64,205373
MIMVEY LO,140,203714
FLUCYTOSINE,1,203299
ALPRAZOLAM ODT,114,203279
AVANDIA,39,203133
NORPACE CR,33,202570
PERTZYE,10,202245
NEXIUM I.V.,20,202060
CORGARD,87,201601
TRIFLURIDINE,103,200806
ACTOPLUS MET,32,200491
M-M-R II VACCINE,55,200382
LANSOPRAZOL-AMOXICIL-CLARITHRO,24,198879
DILANTIN-125,112,197347
MOEXIPRIL-HYDROCHLOROTHIAZIDE,401,196838
DITROPAN XL,64,196018
MAPROTILINE HCL,195,195250
SPRINTEC,1069,194796
DOXY 100,36,194770
CARBAGLU,1,194235
ALPRAZOLAM XR,401,193899
LORTAB,32,192787
ACUVAIL,26,192680
DORIBAX,9,191248
ZONALON,16,190275
PRINIVIL,184,189684
ARZERRA,1,189012
SOLODYN,15,188796
MENOSTAR,80,188283
CLARINEX-D 12 HOUR,59,188153
XARTEMIS XR,42,187877
CARNITOR,42,187662
EPIVIR HBV,39,185410
EASY COMFORT INSULIN SYRINGE,216,185386
BIMATOPROST,37,183285
TRANEXAMIC ACID,55,182069
ZOFRAN ODT,7,181710
FML S.O.P.,88,181369
PRUDOXIN,33,181252
GLUCOTROL XL,180,180340
EASY-TOUCH INSULIN SYRINGE,502,178486
PREDNISOLONE,644,178393
CHLOROTHIAZIDE,392,177774
TRI-SPRINTEC,1039,177012
GABLOFEN,7,176976
METHYLPREDNISOLONE SOD SUCC,183,176872
CHORIONIC GONADOTROPIN,12,175791
ASTAGRAF XL,15,175172
KENALOG,17,172612
LEVOFLOXACIN-D5W,215,172277
ELIGARD,15,170847
CARBOPLATIN,112,169885
COMPRO,109,167113
FORTESTA,27,166978
TESTOSTERONE ENANTHATE,130,165841
FIORINAL,39,165654
PREMPHASE,98,164989
MARPLAN,25,164479
AZELEX,31,163710
GANCICLOVIR SODIUM,11,162907
ULTRAM ER,41,162849
STARLIX,55,162190
NIACOR,477,161652
ZARONTIN,50,161201
GRISEOFULVIN,49,160737
ALOCRIL,54,160408
SOOLANTRA,34,160333
PROZAC WEEKLY,57,159949
PROMETRIUM,94,159610
LOPREEZA,94,158881
ACTIGALL,20,158473
PEGASYS PROCLICK,3,158023
PRANDIMET,22,157189
CLOCORTOLONE PIVALATE,15,156183
AMBISOME,10,155660
PROCTOFOAM-HC,73,154166
DOXYCYCLINE IR-DR,18,154154
VIDAZA,2,153738
GLEOSTINE,37,153666
SEVELAMER CARBONATE,27,153607
QUDEXY XR,14,152890
PEGINTRON REDIPEN,4,152766
TOBREX,70,152314
RIMANTADINE HCL,35,152266
ACTIVELLA,58,151777
NEOMYCIN-POLYMYXIN B,117,150938
PROPRANOLOL-HYDROCHLOROTHIAZID,297,150518
RHINOCORT AQUA,69,150348
CARDURA,97,149666
JUNEL FE,567,149623
ARTHROTEC 50,41,149275
VELETRI,2,148547
TYZEKA,13,148369
ALORA,140,148270
CYCLOPENTOLATE HCL,278,147959
STROMECTOL,160,146845
GENTAK,298,145062
XANAX XR,28,144640
FOSAMAX,93,144116
NORTREL,540,143946
PEGANONE,31,143408
CATAPRES-TTS 1,48,143186
CASODEX,21,142779
DEFEROXAMINE MESYLATE,24,141765
CONZIP,25,141616
RYTHMOL,24,141004
DYAZIDE,202,140815
SF 5000 PLUS,1016,140667
LITHIUM,241,139281
CRYSELLE,497,137716
AZASAN,31,137370
UROCIT-K,41,137167
ISONIAZID,918,137149
ELIXOPHYLLIN,55,137032
DEPO-PROVERA,19,136635
XIAFLEX,2,135835
TOFRANIL-PM,9,135647
DIAMOX SEQUELS,22,135572
MECLOFENAMATE SODIUM,24,134740
SEMPREX-D,39,134366
TOFRANIL,10,134283
AZACTAM,14,133186
PACLITAXEL,69,132863
FAMVIR,10,132614
PREVNAR 13,31,132573
NECON,478,131893
SOLU-MEDROL,246,131596
LITE TOUCH,229,131444
ERGOLOID MESYLATES,18,131248
ESOMEPRAZOLE STRONTIUM,55,130998
PANRETIN,2,130996
FEMHRT,86,129891
SIGNIFOR LAR,1,129889
SULFACETAMIDE-PREDNISOLONE,170,128896
TREXALL,50,128845
ACZONE,26,128278
CLARAVIS,24,128092
OCELLA,200,127744
BENZONATATE,263,126970
NORITATE,7,124028
OXSORALEN-ULTRA,2,123878
YF-VAX,32,123709
METHENAMINE MANDELATE,107,123684
STALEVO 75,16,122125
LO LOESTRIN FE,90,121707
K-SOL,49,120886
GILDESS FE,490,120612
TRANXENE T-TAB,19,119259
EASY TOUCH ALCOHOL PREP PADS,834,118781
MAGELLAN INSULIN SAFETY SYRNG,82,118676
VFEND,3,117689
MICROGESTIN FE,453,117679
E.E.S. 400,23,116723
STRIVERDI RESPIMAT,48,115930
DALVANCE,3,114033
URSO FORTE,21,113927
ESTRADIOL VALERATE,43,112673
TREZIX,22,112395
CARDIZEM,11,112322
LIORESAL INTRATHECAL,6,111952
DIFLUCAN,9,111826
GLUCOVANCE,64,111725
WELLBUTRIN,38,110485
AMPHOTERICIN B,28,110231
SONATA,28,110014
DOXIL,3,109869
TOLMETIN SODIUM,51,109552
MILRINONE IN 5% DEXTROSE,11,109417
MACRODANTIN,26,108576
BICILLIN C-R,13,108416
FENOPROFEN CALCIUM,42,108380
GAMASTAN S-D,12,108264
PEPCID,19,107505
MIRVASO,25,107184
AMERGE,12,106474
AVYCAZ,3,106113
XYZAL,75,105572
DYSPORT,4,105383
ENJUVIA,88,105271
GASTROCROM,4,104414
SURE COMFORT ALCOHOL,496,103218
EMCYT,6,103215
TYLENOL-CODEINE NO.4,34,102960
MINASTRIN 24 FE,70,102792
GALANTAMINE HYDROBROMIDE,31,102409
CORTEF,84,102370
CETIRIZINE HCL,330,102232
DOXORUBICIN HCL LIPOSOME,2,101111
INSPRA,32,100380
CYANOCOBALAMIN INJECTION,325,99351
NARDIL,46,97761
PAREGORIC,26,97614
APRI,398,97411
BACTROBAN NASAL,40,97312
CLINIMIX E,13,97221
HALAVEN,2,97189
GOLYTELY,226,97011
VEXOL,50,96987
RECTIV,14,96843
TETANUS DIPHTHERIA TOXOIDS,128,96769
HEXALEN,5,96539
TABLOID,10,95876
ZIAC,44,95532
PFIZERPEN,35,95452
ACCOLATE,38,94490
LACTATED RINGERS,113,94436
VEREGEN,3,94317
TRINESSA,488,93786
STALEVO 50,11,93258
CLEMASTINE FUMARATE,200,93098
CYCLAFEM,338,91798
METADATE CD,22,90964
AKYNZEO,10,90839
PROTONIX IV,62,89881
TIMOPTIC-XE,35,89132
ARISTADA,3,88678
TOPICORT,14,88601
PENICILLIN G SODIUM,6,88037
CARBINOXAMINE MALEATE,126,87798
FENOGLIDE,13,87192
LOW-OGESTREL,330,86320
GIANVI,132,86002
ALDACTONE,66,85551
ERAXIS (WATER DILUENT),5,85328
COARTEM,13,85069
PENICILLIN G POTASSIUM,7,84972
TRETINOIN MICROSPHERE,17,84318
TRI-PREVIFEM,422,83920
METHYLPREDNISOLONE ACETATE,178,83605
LESCOL,42,83375
METHYCLOTHIAZIDE,136,82693
VANCOMYCIN,90,82349
DENTA 5000 PLUS,640,82194
DEPO-ESTRADIOL,63,82188
MYCOBUTIN,8,81329
NORPRAMIN,25,81290
SIRTURO,1,80556
VICTRELIS,1,80014
AUVI-Q,12,79576
XOPENEX,16,79521
NORETHINDRONE,343,79120
JUNEL,282,78782
RESCRIPTOR,17,78319
TESTOPEL,6,77781
VAQTA,35,77615
LYSODREN,9,77518
CORTISONE ACETATE,51,77077
DOBUTAMINE HCL IN DEXTROSE,25,76782
NEOMYCIN-POLYMYXIN-GRAMICIDIN,86,76693
TIAZAC,63,76426
CLINIMIX,10,76170
BCG (TICE STRAIN),10,75698
EVAMIST,40,75690
INSUPEN,202,75642
ZENZEDI,13,75523
METADATE ER,54,75497
LORYNA,115,75274
MAGELLAN INSULIN SYRINGE,58,74795
ZOMIG ZMT,7,74667
MIDAZOLAM HCL,133,73524
IRESSA,1,73263
ELESTRIN,25,72972
KLOR-CON M15,134,72673
CLOBETASOL EMULSION,9,72552
PRIMLEV,4,72311
CORTISPORIN,26,72255
TWYNSTA,31,72064
AEROSPAN,21,72002
CAFERGOT,13,71604
MATULANE,3,71308
URSO,17,71176
METROGEL,11,71075
ULTRESA,2,69800
ERYTHROCIN LACTOBIONATE,3,69797
BUTISOL SODIUM,24,69267
VANISHPOINT,41,68870
ACETIC ACID-ALUMINUM,54,68348
PRALUENT PEN,4,68068
MYOBLOC,4,67148
VIBRAMYCIN,30,67053
BLEPHAMIDE S.O.P.,36,66730
METHYLDOPA-HYDROCHLOROTHIAZIDE,81,65747
ALCOHOL SWABS,1187,65716
ARNUITY ELLIPTA,21,65339
TRUSOPT,53,65154
DUETACT,11,64792
AGRYLIN,7,64731
EPINEPHRINE,25,63755
QUILLIVANT XR,12,63475
VERELAN,19,62956
HALDOL DECANOATE 100,17,62681
CIPRO HC,18,62584
LOMOTIL,24,62227
PRAMOSONE,20,62196
SOLU-CORTEF,62,62061
TOBI,1,61771
NADOLOL-BENDROFLUMETHIAZIDE,43,61003
INDOCIN,8,60911
ALTABAX,14,60824
AMNESTEEM,17,60820
DEXTROSE 5%-0.9% NACL,129,60492
VUSION,7,60317
ADALAT CC,66,60275
MENACTRA,19,59791
BIAXIN,11,59702
DETROL,21,59598
DEMADEX,29,59504
CEFTIN,6,59186
FOSCAVIR,1,59131
MAXZIDE,45,58960
VERELAN PM,22,58726
VARIVAX VACCINE,9,58549
BACTROBAN,17,58507
AVIANE,272,58472
VASERETIC,12,58332
SAFETYGLIDE INSULIN SYRINGE,78,58162
ZARAH,87,57586
TIMOPTIC,27,57243
DERMACINRX SILAPAK,1,57006
DASETTA,221,56711
LINDANE,23,55318
DEPACON,1,55315
ADVOCATE SYRINGES,67,55267
PREPLUS,267,55158
MONONESSA,276,54830
GILDESS,196,54777
CRESEMBA,1,54550
ORSYTHIA,247,53975
PEGINTRON,2,53799
MEFLOQUINE HCL,57,53747
TYBOST,19,53142
AZACTAM-ISO-OSMOTIC DEXTROSE,8,52524
TRI-LINYAH,291,52273
LUZU,3,51946
MILLIPRED,19,51746
ERTACZO,6,51527
OLEPTRO ER,32,51445
SOLTAMOX,6,51225
MENTAX,21,51046
TIGAN,18,50932
TROPICAMIDE,86,50731
DUTOPROL,28,50491
SYNERCID,2,50458
ETIDRONATE DISODIUM,13,50355
SALICYLIC ACID,20,50226
MICROGESTIN,190,49994
LEVORA-28,204,49880
PROPANTHELINE BROMIDE,61,49572
VESTURA,78,49436
ZITHROMAX,8,49071
PHENOBARBITAL SODIUM,4,48871
SYEDA,80,47842
HALCION,23,47244
CARDURA XL,35,46955
PREDNICARBATE,30,46722
TRIGLIDE,16,46308
VANTAS,1,45811
GLUCOTROL,35,45263
PREFEST,33,45048
IOPIDINE,10,44965
ULTRA-THIN II,84,44534
SINEMET 25-250,20,44511
TENIVAC,44,44258
DAYPRO,13,44070
AZURETTE,115,43665
DUTASTERIDE-TAMSULOSIN,10,43600
ALDACTAZIDE,42,43510
DEPO-MEDROL,122,43462
CIPRO,16,43077
CYCLOSERINE,3,42867
TENORETIC 50,17,42867
APEXICON E,5,42788
PHENYLEPHRINE HCL,50,42629
DROXIA,69,42513
LOTENSIN,45,42192
KARIVA,102,42073
CLINDAMYCIN PHOS-BENZOYL PEROX,19,41951
PYRAZINAMIDE,24,41850
RECLIPSEN,179,41821
MALATHION,10,41416
METAPROTERENOL SULFATE,49,41128
EXELDERM,11,40917
ZOMETA,3,40729
ADVOCATE PEN NEEDLES,54,40569
ROBAXIN-750,11,40491
PHENOXYBENZAMINE HCL,1,40347
DIANEAL WITH 1.5% DEXTROSE,2,40341
SYNERA,4,39958
NORA-BE,153,39318
CAMILA,162,39224
ROWASA,2,39117
MENOMUNE-A-C-Y-W-135,11,39072
POTASSIUM CHL-NORMAL SALINE,21,38593
MAXZIDE-25 MG,63,38149
AMIFOSTINE,1,38141
HEALTHY ACCENTS UNIFINE PENTIP,89,37991
BICNU,1,37984
PREVIFEM,207,37869
ENPRESSE,150,37847
SODIUM CITRATE & CITRIC ACID,57,37771
K-PHOS ORIGINAL,86,37614
ASMANEX HFA,10,37572
DILATRATE-SR,18,37495
MAGNESIUM SULFATE,88,37429
MONO-LINYAH,208,37404
VOL-PLUS,147,36670
MEDROL,50,36559
NEOSPORIN G.U. IRRIGANT,15,36516
PREVIDENT 5000,166,36504
ONMEL,2,36456
LEVAQUIN,7,36366
BELLADONNA-OPIUM,4,36180
OGESTREL,72,35426
NORPACE,9,35420
MINOCIN,3,35311
ANGELIQ,23,35241
AZULFIDINE,19,35045
ZYLOPRIM,25,35025
VIORELE,94,34758
ESGIC,15,34693
SF,270,34409
CHLORPROPAMIDE,35,34337
1ST TIER UNIFINE PENTIPS,88,34191
FML,17,34159
CHLOROQUINE PHOSPHATE,45,34114
LUTERA,168,33824
CALCIUM GLUCONATE,13,33705
MEFENAMIC ACID,4,33270
LEUPROLIDE ACETATE,3,33266
COLAZAL,4,33189
ZENATANE,6,33110
PORTIA,129,32925
LIDOCAINE-HYDROCORTISONE,10,32891
AVELOX,7,32664
QUINIDINE SULFATE,139,32663
LOFIBRA,18,32619
CIPROFLOXACIN-D5W,39,32611
NP THYROID,124,32600
XODOL 10-300,4,32528
RAZADYNE ER,8,32281
ALBUMIN (HUMAN),1,32254
FLAREX,29,32227
PROCHLORPERAZINE EDISYLATE,7,32220
SECTRAL,12,32163
LEVALBUTEROL CONCENTRATE,9,31772
LIVIXIL PAK,1,31431
TRIVORA-28,128,31353
ERY,31,30426
PREVIDENT 5000 SENSITIVE,150,30339
RELION PEN NEEDLES,108,29936
CHEMET,1,29809
TRANDOLAPRIL-VERAPAMIL ER,17,29633
ALYACEN,108,29627
COLESTID,13,29203
DESFERAL MESYLATE,3,29115
NORGESTIMATE-ETHINYL ESTRADIOL,156,28813
RHEUMATREX,7,28733
CANTIL,10,28519
ALOMIDE,12,28478
BALZIVA,86,28254
METHADONE INTENSOL,41,27988
EASY TOUCH INSULIN SAFETY,31,27956
AK-POLY-BAC,73,27529
CORDARONE,13,27362
TYLENOL-CODEINE NO.3,24,27313
PREVIDENT 5000 PLUS,119,27264
SALAGEN,11,27126
KELNOR 1-35,94,26968
NATACYN,7,26934
MINOCYCLINE HCL ER,6,26921
PAPAVERINE HCL,30,26606
JOLIVETTE,115,26511
ZERIT,5,25952
PLETAL,19,25933
AMETHYST,46,25874
DESONATE,4,25748
ASSURE ID INSULIN SAFETY,40,25568
HIPREX,13,25533
PODOFILOX,22,25415
FLUMAZENIL,30,25383
LEVONORGESTREL-ETH ESTRADIOL,123,25200
VITEKTA,2,25184
CYTOTEC,4,25183
ENGERIX-B ADULT,21,24870
FOCALIN,15,24839
TAZICEF,13,24832
BEYAZ,15,24815
ELINEST,97,24764
EASY TOUCH INSULIN SYRINGE,81,24639
CESAMET,1,24624
CEFEPIME-DEXTROSE,15,24614
DOBUTAMINE HCL,13,24525
SODIUM SULFACETAMIDE-SULFUR,9,24287
REGLAN,9,24091
FALMINA,118,24019
ALBUTEIN,4,23923
BENTYL,18,23882
ERRIN,118,23806
VALPROATE SODIUM,4,23728
CLODERM,4,23478
ZOVIA 1-35E,84,23247
GRASTEK,6,23191
AVEED,2,22993
YASMIN 28,19,22847
TAPAZOLE,20,22824
RECLAST,1,22586
DIFFERIN,7,22581
YAZ,18,22448
CAPECITABINE,1,22418
VISTARIL,6,22161
TRI-LEGEST FE,36,21894
ERYGEL,5,21760
HYDREA,21,21617
QUALAQUIN,7,21590
DANTRIUM,11,21541
X-VIATE,32,21515
STRIANT,4,21449
CIPROFLOXACIN ER,10,21404
PRIMAXIN,8,21317
PRED-G,6,21310
LARIN FE,89,21093
DROSPIRENONE-ETHINYL ESTRADIOL,31,21005
LOPRESSOR,6,20928
K EFFERVESCENT,59,20864
LOCOID,2,20832
GENERESS FE,15,20687
COLYTE WITH FLAVOR PACKS,26,20580
LOCOID LIPOCREAM,2,20571
ACULAR,6,20433
NULYTELY WITH FLAVOR PACKS,18,20414
PROCTO-PAK,41,20371
TOLBUTAMIDE,24,20092
FLUCONAZOLE-NACL,28,20024
DEXTROSE 5%-0.45% NACL-KCL,38,19703
ELESTAT,7,19678
EPANED,4,19612
DEXTROSE IN LACTATED RINGERS,20,19502
ZENCHENT,57,19419
EPIDUO,6,19359
DELESTROGEN,4,19283
DENTAGEL,151,19233
MENVEO A-C-Y-W-135-DIP,6,19108
NAFCILLIN,2,19021
AMINOSYN II,13,18752
DIABETA,9,18670
RETIN-A MICRO PUMP,2,18618
NATAZIA,12,18580
PAMIDRONATE DISODIUM,21,18555
URIN D.S.,62,18479
DORYX,2,18472
DEXPAK,7,18467
VANDAZOLE,17,18415
AMICAR,1,18195
FORTAZ IN ISO-OSMOTIC DEXTROSE,4,18132
STREPTOMYCIN SULFATE,6,18047
TILIA FE,34,18041
BENZACLIN,3,17844
SARAFEM,4,17829
HEATHER,75,17533
CYSTAGON,5,17445
PIMTREA,45,17415
PONSTEL,1,17244
VICOPROFEN,5,17236
PAROMOMYCIN SULFATE,3,17028
ATROVENT,10,17020
ACANYA,3,16972
GIAZO,3,16909
SUCLEAR,13,16811
ALCOHOL SWAB,242,16770
OMECLAMOX-PAK,1,16729
METHADOSE,23,16704
MINITRAN,10,16666
KHEDEZLA,2,16638
NOVOFINE PLUS,22,16591
NAFTIFINE HCL,5,16462
CEREBYX,1,16443
METOZOLV ODT,1,16409
PRENATAL VITAMIN PLUS LOW IRON,105,16380
ACULAR LS,7,16351
XODOL 7.5-300,1,16340
RENAL CAPS,34,16292
ALMOTRIPTAN MALATE,3,16291
SKLICE,2,16190
KLOR-CON-EF,41,16152
DESOGESTREL-ETHINYL ESTRADIOL,78,16147
PRIMSOL,4,16110
MUSTARGEN,2,16025
NEOMYCIN-BACITRACIN-POLY-HC,24,15835
SFROWASA,1,15799
HEPATAMINE,2,15782
PAROEX,94,15598
SPRIX,1,15573
VOLTAREN-XR,4,15561
ATRALIN,3,15530
SULFATRIM,16,15527
ZIANA,2,15505
METIPRANOLOL,28,15372
ALPRAZOLAM INTENSOL,8,15268
VELIVET,51,15222
SINEMET 10-100,9,15177
RETIN-A MICRO,3,15145
FELDENE,5,15118
MYORISAN,4,14915
MYZILRA,59,14871
MEROPENEM-0.9% NACL,5,14567
NEOMYCIN-BACITRACIN-POLYMYXIN,27,14539
SODIUM PHOSPHATE,5,14456
EXTINA,2,14411
COLOCORT,10,14389
VINORELBINE TARTRATE,6,14383
LEVONEST,62,14315
ZENCHENT FE,17,14256
EMOQUETTE,63,14191
ZOVIA 1-50E,46,14142
SURE-PREP ALCOHOL PREP PADS,32,14105
FURADANTIN,1,14099
PERIOGARD,102,14078
PEG-3350 WITH FLAVOR PACKS,38,14029
PENICILLIN GK-ISO-OSM DEXTROSE,2,13671
VANCOMYCIN-D5W,29,13623
SODIUM ACETATE,8,12985
TEKAMLO,5,12852
HECORIA,4,12801
SRONYX,59,12752
CALCITRENE,1,12615
CALAN,4,12536
MARLISSA,57,12531
LINEZOLID-0.9% NACL,4,12494
PROVERA,22,12293
CLORPRES,10,12249
ANAPROX DS,2,12235
TOLAZAMIDE,11,12003
RAZADYNE,4,11912
MERREM,2,11784
ALTAVERA,53,11781
PHENYTOIN SODIUM,4,11622
NIKKI,19,11612
SURE-JECT INSULIN SYRINGE,29,11596
ZEBUTAL,7,11503
CORTISPORIN-TC,6,11452
PENLAC,3,11418
XERESE,1,11303
QUASENSE,9,11277
OMNIPRED,5,11054
POTASSIUM PHOSPHATE,6,11043
HALDOL DECANOATE 50,6,11019
EPIPEN JR 2-PAK,2,10841
VIROPTIC,1,10792
DEXAMETHASONE INTENSOL,7,10674
K-PHOS NEUTRAL,19,10571
GRIS-PEG,3,10482
TRIANEX,1,10418
BETAMETHASONE ACETATE-SOD PHOS,11,10414
NEUT,3,10362
CLINDAMYCIN PALMITATE HCL,4,10351
SHAROBEL,50,10308
CEFTIBUTEN,3,10271
RENO CAPS,37,10246
XOPENEX CONCENTRATE,2,10243
NORETHINDRON-ETHINYL ESTRADIOL,38,10234
POLYCIN,35,10062
TRELSTAR DEPOT,1,9955
URIBEL,4,9812
MAVIK,11,9740
CISPLATIN,14,9651
DERMASORB TA,1,9577
CRINONE,5,9575
LOMEDIA 24 FE,11,9419
OLUX-E,1,9412
CARISOPRODOL-ASPIRIN-CODEINE,3,9407
LEVULAN,2,9395
ALDARA,1,9328
VFEND IV,4,9301
PROCARDIA,3,9245
MINI ULTRA-THIN II,24,9239
GENTAMICIN SULFATE IN NS,28,9131
ENSKYCE,59,9102
ISOPTO CARPINE,8,9094
METHYLPHENIDATE SR,10,9062
NABI-HB,1,9061
MAXIDEX,7,8943
UNASYN,6,8844
CARISOPRODOL COMPOUND-CODEINE,3,8776
EPROSARTAN MESYLATE,8,8643
RIFAMATE,1,8599
PREVIDENT 5000 ENAMEL PROTECT,37,8444
HYDROMET,14,8401
POTASSIUM ACETATE,7,8369
ELOCON,6,8345
RIFADIN,1,8255
LOPROX,1,8213
INFUMORPH,1,8167
LEVETIRACETAM-NACL,2,8093
PENTAM 300,5,8032
ALCOHOL PREP SWABS,78,8013
PHENTOLAMINE MESYLATE,2,8012
IXIARO,2,7957
MACROBID,2,7946
LOMUSTINE,7,7900
CEFAZOLIN,7,7890
OXACILLIN,2,7872
SE-NATAL 19,26,7834
STIMATE,1,7830
LACLOTION,23,7741
GAVILYTE-H AND BISACODYL,9,7539
CORZIDE,4,7523
ARANELLE,21,7458
QUESTRAN,4,7410
CYCLOGYL,6,7384
ALCOHOL WIPES,44,7284
UREA,4,7274
DOXORUBICIN HCL,6,7205
SULFAMYLON,5,7184
ORTHO TRI-CYCLEN,14,7111
CLEOCIN PHOSPHATE,5,7050
FLAGYL,1,7011
LOPID,3,6987
ZITHRANOL,1,6951
WYMZYA FE,9,6900
VIBATIV,1,6885
MICROZIDE,14,6869
ZEBETA,3,6817
EFFER-K,31,6809
METROCREAM,1,6674
IBUDONE,5,6611
GLYNASE,4,6610
UROGESIC-BLUE,4,6528
TENORETIC 100,5,6520
REA LO 40,4,6500
LESSINA,32,6489
SELECT-OB + DHA,3,6475
RABAVERT,1,6445
FLONASE,5,6440
SILVADENE,9,6393
COLY-MYCIN S,10,6391
PROMETHAZINE-CODEINE,40,6369
MYAMBUTOL,8,6367
FOSCARNET SODIUM,2,6364
GILDAGIA,19,6333
CEFAZOLIN SODIUM-DEXTROSE,13,6303
FLUDARABINE PHOSPHATE,1,6271
POTASSIUM CITRATE-CITRIC ACID,5,6202
VITAFOL-OB+DHA,5,6157
NORETHIN-ETH ESTRA FERROUS FUM,22,6147
SYNALGOS-DC,4,6030
RAGWITEK,2,6019
PERSANTINE,4,6012
DOLOPHINE HCL,3,5969
AVELOX IV,4,5886
IPOL,9,5877
BETAGAN,6,5738
AMINO ACIDS,6,5677
PRECOSE,4,5660
MAGNESIUM SULFATE-D5W,3,5638
NITROMIST,1,5617
AMOX TR-POTASSIUM CLAVULANATE,20,5541
DEBLITANE,25,5527
OMNIPOD,1,5512
SYNJARDY,1,5487
AUTOSHIELD PEN NEEDLE,8,5458
XYLOCAINE-MPF,23,5374
COLYTE WITH FLAVOR PACKETS,14,5327
CLINDAMYCIN PHOSPHATE-D5W,6,5325
PREGNYL,2,5291
SODIUM SULFACETAMIDE,5,5282
LOTRISONE,3,5163
LOESTRIN FE,4,5107
CITRANATAL 90 DHA,4,4948
DEXTROSE 5%-1/2NS-KCL,6,4941
PCE,1,4927
ZITHROMAX TRI-PAK,1,4914
EC-NAPROSYN,3,4866
VITAFOL-ONE,3,4843
FLEXBUMIN,1,4809
ASPIRIN-CAFFEINE-DIHYDROCODEIN,2,4782
MEGACE,3,4768
REPREXAIN,1,4763
IMOVAX RABIES VACCINE,1,4751
PIRMELLA,39,4702
PRENATE DHA,3,4676
MIRCETTE,3,4652
QNASL CHILDREN,1,4620
NEO-SYNALAR,1,4617
DIHYDROCODEIN-ACETAMINOPH-CAFF,1,4593
PROPARACAINE HCL,5,4590
KURVELO,37,4567
ADRUCIL,5,4499
HYDROCODONE-CHLORPHENIRAMNE ER,3,4427
CONDYLOX,1,4412
MITOXANTRONE HCL,1,4398
BROMFED DM,1,4386
LUVOX CR,1,4353
ORTHO MICRONOR,8,4341
ORTHO-NOVUM,7,4233
POTASSIUM BICARBONATE,27,4219
PNV-DHA,7,4218
K-PHOS NO.2,5,4210
BRIELLYN,12,4156
CAZIANT,14,4154
TETANUS TOXOID ADSORBED,5,4097
DEXTROSE 5%-0.2% NACL,4,4072
NAPROSYN,2,4060
KETEK,1,4024
ACCURETIC,4,3965
ROBINUL FORTE,1,3905
PHILITH,12,3889
AMTURNIDE,2,3882
ALPROSTADIL,1,3874
CYTRA-K,2,3755
DESOGESTR-ETH ESTRAD ETH ESTRA,8,3747
ROSADAN,2,3719
UMECTA,1,3701
CARNITOR SF,2,3662
NIZORAL,5,3641
SURE-FINE PEN NEEDLES,8,3596
USTELL,2,3582
DIASTAT,1,3564
WERA,13,3545
WEBCOL,50,3529
PRIMAQUINE,3,3516
CLEOCIN,1,3503
URELLE,1,3446
INFANRIX DTAP,6,3435
MAXIPIME,6,3423
ROCEPHIN,3,3419
VIRT-PN DHA,5,3401
RELENZA,3,3388
LEENA,11,3374
MARGESIC,3,3371
ETOPOSIDE,5,3334
TERAZOL 7,4,3328
DEXTROSE 5%-NS-KCL,4,3255
PRODIGY INSULIN SYRINGE,12,3228
PRIFTIN,4,3200
DESVENLAFAXINE FUMARATE ER,2,3190
CAPACET,7,3135
PRENATE MINI,2,3125
ACYCLOVIR SODIUM,3,3070
JENCYCLA,25,3069
KABIVEN,1,3031
SODIUM THIOSULFATE,1,2955
QUESTRAN LIGHT,1,2952
1ST TIER UNIFINE PENTIPS PLUS,9,2904
ZMAX,1,2900
TRICITRATES,5,2885
XYLON 10,1,2863
ALKERAN,1,2841
ULTILET INSULIN SYRINGE,12,2824
UTIRA-C,1,2737
DIPROLENE,1,2703
PARAFON FORTE DSC,1,2695
TPN ELECTROLYTES,2,2676
VIDEX,1,2635
EMLA,2,2588
LARIN,10,2583
NOVAREL,1,2573
ACETASOL HC,2,2563
FLUVASTATIN ER,1,2557
CEFIXIME,1,2555
PROMETHAZINE-DM,27,2515
SE-TAN DHA,3,2465
ORACIT,7,2451
ANTIPYRINE-BENZOCAINE,11,2445
KLOR-CON SPRINKLE,5,2422
VITAMEDMD ONE RX,2,2418
PREDNISONE INTENSOL,1,2343
CENTANY AT,1,2318
HYDROCODONE-HOMATROPINE MBR,6,2297
RELNATE DHA,1,2296
POTASSIUM CHLORIDE-NACL,4,2286
VITAFOL ULTRA,2,2267
HYOSCYAMINE SULFATE ER,3,2265
BELVIQ,1,2250
TEXACORT,1,2233
DIPROLENE AF,1,2214
FLUCONAZOLE IN DEXTROSE,2,2203
MULTIVITAMIN WITH FLUORIDE,13,2187
TRICARE,6,2180
TENCON,4,2174
TERUMO INSULIN SYRINGE,11,2161
HOMATROPAIRE,4,2155
TRIPHROCAPS,7,2139
GYNAZOLE 1,2,2111
MESNEX,1,2105
ZATEAN-PN PLUS,3,2103
CURITY ALCOHOL PREPS,41,2089
BACTRIM DS,1,2070
